04-01-0245-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CRISTIANO CATÓLICO JUAN PABLO II;2A. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA;78494357;MARILENA HERNÁNDEZ CABRERA;JUAN JOSÉ SAPUT MARTINEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0246-46;;04-002;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CRISTIANO CATÓLICO JUAN PABLO II;2A. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA;78494357;EDNA NOHELIA PÉREZ TOJ DE LÓPEZ;JUAN JOSÉ SAPUT MARTINEZ;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0252-46;;04-029;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- SABIDURÍA;1A. CALLE 9-120 ZONA 3;56348054;MARCO TULIO AJQUEJAY PICHIYA;INGRID ELIZABETH SAC HERNANDEZ;DIVERSIFICADO;MUNICIPAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0253-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"ESCUELA NORMAL BILINGÜE INTERCULTURAL ""RUK'U'X WAQXAQI' Q'ANIL"" (ESENCIA DE LAS OCHO SEMILLAS)";1A. AVENIDA 1-251 LA ALAMEDA ZONA 9;78394039;KARLA YADIRA PÉREZ SALAZAR;JORGE ENRIQUE BOSOS TALA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0260-46;;04-003;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO EVANGÉLICO BILINGÜE ""ESCORBÁN""";1A. CALLE 14-274 ALDEA SANTA ISABEL ZONA 6;32608557;NORMAN EDUARDO PINTO CELIS;LIC. CARLOS HUMBERTO CABRERA OVALLE;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0261-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3A. AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;DEAN SALOMÓN ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0262-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3A. AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;VIVIAN PAOLA XICAY SUY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0264-46;;04-002;CHIMALTENANGO;CHIMALTENANGO;COLEGIO GABRIEL G&R;3A. AVENIDA 2-143 ZONA 7 BUENA VISTA NORTE;41409698;EDNA NOHELIA PÉREZ TOJ DE LÓPEZ;RUBÉN ANTONIO GÓMEZ PATZAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0266-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;COLEGIO GABRIEL G&R;3A. AVENIDA 2-143 ZONA 7 BUENA VISTA NORTE;41409698;EDNA NOHELIA PÉREZ TOJ;RUBÉN ANTONIO GÓMEZ PATZAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0268-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;CENTRO EDUCATIVO MONTE CRISTO;CASERÍO MONTE CRISTO, ALDEA SAN MARCOS PACOC;39057949;EDNA NOHELIA PÉREZ TOJ;MARÍA MICAELA ZAMORA ABAJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0271-46;;04-029;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE EDUCACIÓN EXTRAESCOLAR MI ESPECIAL TESORO;8A. AVENIDA 1-63 ZONA 6 COLONIA LOS ANONALES;78397564;MARCO TULIO AJQUEJAY PICHIYA;VANESSA KARINA LÓPEZ ALVAREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;CHIMALTENANGO;;
04-01-0277-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO ""ROBINSON""";1A. CALLE 7-206 ZONA 3;78404913;ABIMAEL ACUTA ABAJ;ZUCELLY ANGEANETTE SALAZAR ANLEU;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0280-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO DE EDUCACIÓN MEDIA ""LA ESPERANZA""";DIAGONAL 6, 6-32 COLONIA LA ESPERANZA ZONA 6;47708749;EDNA NOHELIA PÉREZ TOJ;HILDA GRISELDA VASQUEZ GUTIERREZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0285-46;;04-003;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;SONIA MARIBEL CAR GUERRA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0286-46;;04-003;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;SONIA MARIBEL CAR GUERRA;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;SEMIPRESENCIAL;CHIMALTENANGO;;
04-01-0287-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;ANA LIDIA BATZ XICAY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0288-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;ANA LIDIA BATZ XICAY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;CHIMALTENANGO;;
04-01-0291-46;;04-015;CHIMALTENANGO;CHIMALTENANGO;"LICEO TECNOLÓGICO BILINGÜE ""EL ROBLE""";3ER. CALLEJON 2-66 ZONA 1 02/01/2020;32862605;NELSON JEDARIAS MARTIN CHONAY;LIDIA MIGDALIA AZUCENA VELÁSQUEZ MARQUEZ DE MONTEALEGRE;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0295-46;;04-028;CHIMALTENANGO;CHIMALTENANGO;COLEGIO NIMALÄJ KAQCHIKEL AMAQ' TIJOB'ÄL;DIAGONAL 5, 13-142 ZONA 5, LA ALAMEDA;77283439;KARLA YADIRA PÉREZ SALAZAR;GLENDY FABIOLA ESQUIT GÓMEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0300-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;CENTRO EDUCATIVO LA ESCUELA EN SU CASA CHIMALTENANGO;5A. AVENIDA 1-45 ZONA 4;78391189;ABIMAEL ACUTA ABAJ;VANY MAGDAI MORALES HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0301-46;;04-001;CHIMALTENANGO;CHIMALTENANGO;CENTRO EDUCATIVO LA ESCUELA EN SU CASA CHIMALTENANGO;5A. AVENIDA 1-45 ZONA 4;78391189;ABIMAEL ACUTA ABAJ;VANY MAGDAI MORALES HERNANDEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0303-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;LICEO EN CIENCIA Y TECNOLOGÍA DE OCCIDENTE;6A. AVENIDA 8-94 ZONA 1;45097231;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;SANDRA NOEMI ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;CHIMALTENANGO;;
04-01-0304-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"ESCUELA NORMAL BILINGÜE INTERCULTURAL ""RUK'U'X WAQXAQI' Q'ANIL"" (ESENCIA DE LAS OCHO SEMILLAS)";1A. AVENIDA 1-251 LA ALAMEDA ZONA 9;78394039;KARLA YADIRA PÉREZ SALAZAR;JORGE ENRIQUE BOSOS TALA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0305-46;;04-029;CHIMALTENANGO;CHIMALTENANGO;PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA;1A. CALLE 5-78 ZONA 3;77909200;MARCO TULIO AJQUEJAY PICHIYA;MARCO TULIO AJQUEJAY PICHIYA;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0306-46;;04-029;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL;1A. CALLE 5-78 ZONA 3;77909200;MARCO TULIO AJQUEJAY PICHIYA;FRANCISCO TUYUC BAL;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0312-46;;04-020;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO EVANGÉLICO AMÉRICA LATINA;6TA AVENIDA 3-48 ZONA 5;77282600;MARILENA HERNÁNDEZ CABRERA;AXEL EDUARDO ESTRADA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;CHIMALTENANGO;;
04-01-0314-46;;04-002;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO CRISTIANO ""AGUA DE VIDA""";15 AVENIDA1-30 LA PEDRERA, ALDEA BUENA VISTA, ZONA 8 03/;57881264;EDNA NOHELIA PÉREZ TOJ DE LÓPEZ;FLOR DE MARÍA MARTÍNEZ CASTRO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0318-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS INTEGRADOS CEI;"1A. CALLE PASAJE 6-106 CASA ""I"", ALDEA BUENA VISTA, ZONA 8";78739560;MARIA AMELIA ADRIANA CAMEY GUERRA;ALEJANDRO ISRAEL RIVAS RAMIREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0319-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3RA AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;VIVIAN PAOLA XICAY SUY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;SEMIPRESENCIAL;CHIMALTENANGO;;
04-01-0326-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO CRISTIANO INTERNACIONAL MISIONERO ""LOS ROBLES""";1A. CALLE 14-724 ZONA 6;47085296;MILDRED JEANNTTE ABAJ MAZATE;BLANCA NIEVES PORRAS PINEDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;CHIMALTENANGO;;
04-01-0330-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;"CENTRO DE ESTUDIOS INTEGRADOS ""CEI""";"1RA CALLE PASAJE 6-106 CASA ""I"", BUENA VISTA SUR, ZONA 8";78739560;MARIA AMELIA ADRIANA CAMEY GUERRA;ALEJANDRO ISRAEL RIVAS RAMIREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;CHIMALTENANGO;;
04-01-0331-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;LICEO CRISTIANO HISPANOAMERICANO;3A. AVENIDA 1-64 ZONA 2;78395647;ABIMAEL ACUTA ABAJ;VIVIAN PAOLA XICAY SUY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0333-46;;04-01-0214;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO EVANGÉLICO AMÉRICA LATINA;6A. AVENIDA 3-48, ZONA 5;78391447;MARILENA HERNÁNDEZ CABRERA;AXEL EDUARDO ESTRADA CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;CHIMALTENANGO;;
04-01-0335-46;;04-01-0220;CHIMALTENANGO;CHIMALTENANGO;LICEO NUEVA GENERACIÓN;1A. AVENIDA 4-52 ZONA 4;78392827;KARLA YADIRA PÉREZ SALAZAR;LESLIE IVETTE SÁNCHEZ VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0337-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2);3A. CALLE 6-125 ZONA 4;78739582;MARIA AMELIA ADRIANA CAMEY GUERRA;BERTHA MARIA QUIROA GARNICA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0339-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;LICEO EN CIENCIA Y TECNOLOGÍA DE OCCIDENTE;6A. AVENIDA 8-94, ZONA 1;45097231;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;SANDRA NOEMI ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0341-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CATÓLICO EL SAGRADO CORAZÓN DE JESÚS;2A. CALLE 3-68, ZONA 1;54794853;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;FLOR DE MARÍA RUMPICH NOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0343-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO PRIVADO DE COMPUTACIÓN INFORMÁTICA;6A. AVENIDA Y 1A. CALLE NO. 126 ZONA 5;41374514;MARIA AMELIA ADRIANA CAMEY GUERRA;VERÓNICA ESMERALDA MUTZUTZ ELEL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0345-46;;04-01-0220;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CIENTÍFICO INTEGRAL RENACIMIENTO;2A. CALLE 2-75 ZONA 1;78399859;KARLA YADIRA PÉREZ SALAZAR;JAVIER SANCHEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0347-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;COLEGIO BLESS;1A. CALLE 9-307 ZONA 4;78739432-79649696;JUAN CARLOS CHIQUITÓ CÁN;MARIO RAUL DE LA CRUZ ELÍAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0349-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;COLEGIO GABRIEL G&R;3A. AVENIDA 2-143 ZONA 7 BUENA VISTA NORTE;41409698;EDNA NOHELIA PÉREZ TOJ;RUBÉN ANTONIO GÓMEZ PATZAN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;CHIMALTENANGO;;
04-01-0351-46;;04-01-0217;CHIMALTENANGO;CHIMALTENANGO;"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH.""";8A. AVENIDA 3-59 ZONA 2;77741100;JUAN CARLOS CHIQUITÓ CÁN;JOSE EDWIN VILLARREAL AGUILAR;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0354-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;ANA LIDIA BATZ XICAY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (UN DÍA A LA SEMANA);CHIMALTENANGO;;
04-01-0355-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;COLEGIO DEL FUTURO;KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE;41386224;NORMAN EDUARDO PINTO CELIS;ANA LIDIA BATZ XICAY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;CHIMALTENANGO;;
04-01-0357-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;TECNOLÓGICO PREUNIVERSITARIO;3A. CALLE 7-54, ZONA 3;41502786;MILDRED JEANNTTE ABAJ MAZATE;GERSON ARELY PUZ SAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0360-46;;04-01-0211;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO MIXTO ""SANTA ANA""";2A. CALLE 5-52 ZONA 4;78391533;ABIMAEL ACUTA ABAJ;MAURO AROLDO FIGUEROA ZAMORA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0362-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"LICEO CIENTÍFICO TECNOLÓGICO ""EN-GADI""";2A. CALLE 1-73 ZONA 2;42145787;KARLA YADIRA PÉREZ SALAZAR;ELIAS ISRAEL LÓPEZ MIRANDA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0363-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;"INSTITUTO MIXTO TECNOLÓGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""";2A. CALLE 2-45 ZONA 4;78494236;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;MIGUEL ANGEL TARTON TOJ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0366-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;COLEGIO CRISTIANO CATÓLICO JUAN PABLO II;2DA.. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA;77283387;MARIA AMELIA ADRIANA CAMEY GUERRA;JUAN JOSÉ SAPUT MARTINEZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0370-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO CRISTIANO ""GERIZIM""";1A. CALLE 11-43, ALDEA BUENA VISTA, ZONA 8;78404728;EDNA NOHELIA PÉREZ TOJ;KARINA NOEMÍ MONTUFAR ECHEVERRIA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0371-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;"CENTRO EDUCATIVO ""LAS CUMBRES""";"2A. AVENIDA ""A"" 6-28 COLONIA QUINTAS LOS APOSENTOS.I, ZONA 1";54941497;KARLA YADIRA PÉREZ SALAZAR;JUAN CARLOS XICAY CHANG;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;VIRTUAL A DISTANCIA;CHIMALTENANGO;;
04-01-0373-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;COLEGIO TECNOLÓGICO GUERRERO;6A. CALLE Y 1A. AVENIDA 0-53 ZONA 3;41878510;MILDRED JEANNTTE ABAJ MAZATE;GLADYS YOHANA CÁN ALONZO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0375-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;"COLEGIO CRISTIANO ""AGUA DE VIDA""";15 AVENIDA 1-30 LA PEDRERA, ZONA 8;57881264;EDNA NOHELIA PÉREZ TOJ;FLOR DE MARÍA MARTÍNEZ CASTRO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0381-46;;04-01-0216;CHIMALTENANGO;CHIMALTENANGO;CENTRO EDUCATIVO KAQCHIKEL AMAQ';DIAGONAL 5, 13-142, ZONA 5, LA ALAMEDA;77283439;KARLA YADIRA PÉREZ SALAZAR;GLENDY FABIOLA ESQUIT GÓMEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0384-46;;04-01-0214;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ENSEÑANZA INTEGRAL SHALOM;1A. CALLE 1A-122 ZONA 5;36954077;MARILENA HERNÁNDEZ CABRERA;ALMA NOHEMI CHOC MUTZUTZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0386-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO FÉNIX EDUCACIÓN A DISTANCIA IFED;6A. AVENIDA 8-42, COLONIA QUINTA LOS APOSENTOS I, ZONA 1;30454299;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;DAVID OTONIEL ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;A DISTANCIA;CHIMALTENANGO;;
04-01-0391-46;;04-01-0218;CHIMALTENANGO;CHIMALTENANGO;CENTRO DE ESTUDIOS INTEGRADOS CEI;"1ERA. CALLE PASAJE 6-106 CASA ""I"", ALDEA BUENA VISTA, ZONA 8";78739560;MARIA AMELIA ADRIANA CAMEY GUERRA;ALEJANDRO ISRAEL RIVAS RAMIREZ;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;BILINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0392-46;;04-01-0215;CHIMALTENANGO;CHIMALTENANGO;INSTITUTO FÉNIX EDUCACIÓN A DISTANCIA IFED;6A. AVENIDA 8-42, COLONIA QUINTA LOS APOSENTOS I, ZONA 1;30454299;MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ;DAVID OTONIEL ORTIZ ESTRADA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;A DISTANCIA;CHIMALTENANGO;;
04-01-0394-46;;04-01-0219;CHIMALTENANGO;CHIMALTENANGO;COLEGIO TECNOLÓGICO GUERRERO;6A. CALLE Y 1A. AVENIDA 0-53 ZONA 3;41878510;MILDRED JEANNTTE ABAJ MAZATE;GLADYS YOHANA CÁN ALONZO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0395-46;;04-01-0213;CHIMALTENANGO;CHIMALTENANGO;INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA;ALDEA SAN JACINTO;50031748;NORMAN EDUARDO PINTO CELIS;;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);CHIMALTENANGO;;
04-01-0399-46;;04-01-0212;CHIMALTENANGO;CHIMALTENANGO;COLEGIO MANDALA'S;1A. CALLE 3-03, COLONIA EL PRADO, ZONA 8;41653446;EDNA NOHELIA PÉREZ TOJ;EDGAR VINICIO MARROQUIN ROSAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (DOS DÍAS A LA SEMANA);CHIMALTENANGO;;
04-01-0589-46;;04-027;CHIMALTENANGO;CHIMALTENANGO;INST. PRIVADO MIXTO DE EDUC. BASICA Y BACH. EN CIENCIAS Y LETRAS POR MADUREZ (PLAN SABATINO);6A AVENIDA 7-07 ZONA 1;78392658;MARÍA ROSALBA OVALLE CARCUS DE MAXÍA;;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);CHIMALTENANGO;;
